name,state_name,state_abbrev,slug,Median home price,Median rent,Population
Cornersville,Tennessee,TN,cornersville,115500,903,1319
Kingsburg,California,CA,kingsburg,276800,1046,11955
Mendota,California,CA,mendota,158700,784,11531
Orange Cove,California,CA,orange-cove,152300,742,10274
Conetoe,North Carolina,NC,conetoe,63000,715,249
Sharpsburg,North Carolina,NC,sharpsburg,83000,764,2133
Charlestown,Maryland,MD,charlestown,244500,1185,1518
North East,Maryland,MD,north-east,195200,880,3620
West Pittsburg,Pennsylvania,PA,west-pittsburg,74000,548,679
Bradford,Rhode Island,RI,bradford,227400,1017,1303
French Gulch,California,CA,french-gulch,103500,1042,433
Forestville,New York,NY,forestville,83900,691,702
Macedon,New York,NY,macedon,135600,649,1708
Crow Agency,Montana,MT,crow-agency,74700,614,2010
The Acreage,Florida,FL,the-acreage,315600,1912,40177
Florida Ridge,Florida,FL,florida-ridge,141200,1089,22372
Lancaster,South Carolina,SC,lancaster,141600,695,9143
Glenrock,Wyoming,WY,glenrock,182100,816,2594
Erwin,Tennessee,TN,erwin,110800,661,5921
Keysville,Virginia,VA,keysville,91400,588,965
Russell Gardens,New York,NY,russell-gardens,1129000,1784,993
Sea Cliff,New York,NY,sea-cliff,719500,2263,5038
Stewart Manor,New York,NY,stewart-manor,606500,1531,2199
Upper Brookville,New York,NY,upper-brookville,1654000,1905,1677
Valley Stream,New York,NY,valley-stream,427100,1728,37577
Shamokin Dam,Pennsylvania,PA,shamokin-dam,164900,647,1919
Edgerton,Minnesota,MN,edgerton,96900,761,1244
Jackson,Ohio,OH,jackson,95100,808,6239
Wellston,Ohio,OH,wellston,88800,577,5520
Pilger,Nebraska,NE,pilger,73500,625,305
Hildebran,North Carolina,NC,hildebran,138200,644,1834
Rhodhiss,North Carolina,NC,rhodhiss,67300,900,935
Spring Lake,New Jersey,NJ,spring-lake,1818500,2068,2927
Chesapeake,Ohio,OH,chesapeake,87800,772,875
Soap Lake,Washington,WA,soap-lake,110000,460,1551
Warden,Washington,WA,warden,108000,681,2756
Luling,Texas,TX,luling,120800,717,5830
Ennis,Montana,MT,ennis,227500,682,849
Buffalo Lake,Minnesota,MN,buffalo-lake,92400,539,621
Rittman,Ohio,OH,rittman,116000,743,6503
Mendon,Michigan,MI,mendon,82800,834,939
Sturgis,Michigan,MI,sturgis,84900,726,10905
Constantine,Michigan,MI,constantine,78000,520,2099
Braham,Minnesota,MN,braham,126300,790,1820
Quamba,Minnesota,MN,quamba,106300,950,97
Weirton,West Virginia,WV,weirton,94800,704,18670
Mount Pleasant,North Carolina,NC,mount-pleasant,193900,868,1757
Ishpeming,Michigan,MI,ishpeming,86400,512,6464
Marquette,Michigan,MI,marquette,187300,795,20822
Marseilles,Illinois,IL,marseilles,108400,949,5032
Mendota,Illinois,IL,mendota,108600,595,7057
North Utica,Illinois,IL,north-utica,190300,888,1338
Franklin,Minnesota,MN,franklin,74200,579,553
Hector,Minnesota,MN,hector,81900,817,972
Pottsville,Pennsylvania,PA,pottsville,71400,659,13648
Ringtown,Pennsylvania,PA,ringtown,100700,588,793
Schuylkill Haven,Pennsylvania,PA,schuylkill-haven,93500,633,5178
Mount Pleasant,Michigan,MI,mount-pleasant,137700,755,25629
Shepherd,Michigan,MI,shepherd,115500,635,1495
Bonham,Texas,TX,bonham,84700,776,10157
Laurinburg,North Carolina,NC,laurinburg,103200,693,15119
Wagram,North Carolina,NC,wagram,82600,766,773
Hartford,Michigan,MI,hartford,69600,671,2595
Lawton,Michigan,MI,lawton,104600,628,1570
Mattawan,Michigan,MI,mattawan,104200,918,2333
Herman,Minnesota,MN,herman,77700,473,429
Norris,South Carolina,SC,norris,96800,675,900
Bonita Springs,Florida,FL,bonita-springs,311900,1295,55902
Irvington,Virginia,VA,irvington,281400,850,340
Kilmarnock,Virginia,VA,kilmarnock,198200,673,1526
East Providence,Rhode Island,RI,east-providence,221700,974,47483
Central City,Kentucky,KY,central-city,129700,629,5808
Drakesboro,Kentucky,KY,drakesboro,66900,463,584
Powderly,Kentucky,KY,powderly,85100,664,873
Benbrook,Texas,TX,benbrook,182600,1005,23215
Ladonia,Texas,TX,ladonia,71300,916,677
West Bend,Wisconsin,WI,west-bend,174500,858,31596
Hemingway,South Carolina,SC,hemingway,121300,717,529
St. Peter,Minnesota,MN,st-peter,170200,861,11854
Evansville,Wyoming,WY,evansville,175300,928,2963
Midwest,Wyoming,WY,midwest,53200,655,233
Mills,Wyoming,WY,mills,112100,821,3919
Arcadia Lakes,South Carolina,SC,arcadia-lakes,297400,617,759
Little Mountain,South Carolina,SC,little-mountain,203300,925,290
Pomaria,South Carolina,SC,pomaria,90000,1063,152
Providence,Rhode Island,RI,providence,200300,994,179494
Woonsocket,Rhode Island,RI,woonsocket,173300,912,41603
Leonard,Texas,TX,leonard,89700,781,2481
Caraway,Arkansas,AR,caraway,48800,573,1000
Cash,Arkansas,AR,cash,56700,630,329
Lake City,Arkansas,AR,lake-city,93500,838,2465
Monette,Arkansas,AR,monette,84800,492,1678
Marion,Ohio,OH,marion,74600,729,36188
Columbia,North Carolina,NC,columbia,98300,791,789
Lake City,Colorado,CO,lake-city,333300,754,436
Dow City,Iowa,IA,dow-city,70500,568,485
Manilla,Iowa,IA,manilla,75100,489,895
Westside,Iowa,IA,westside,89300,563,269
Abingdon,Illinois,IL,abingdon,61700,547,3509
Rio,Illinois,IL,rio,86100,575,182
Owatonna,Minnesota,MN,owatonna,166600,773,25685
St. Martins,Missouri,MO,st-martins,178600,587,1159
Taos,Missouri,MO,taos,170200,391,1349
Elkhorn City,Kentucky,KY,elkhorn-city,74000,526,1097
Rothbury,Michigan,MI,rothbury,96500,646,446
Shelby,Michigan,MI,shelby,87700,728,2427
Robbins,North Carolina,NC,robbins,77300,479,1647
Southern Pines,North Carolina,NC,southern-pines,289700,912,14022
White Pigeon,Michigan,MI,white-pigeon,83900,709,1613
Uniontown,Kentucky,KY,uniontown,46300,663,802
Glencoe,Minnesota,MN,glencoe,147300,689,5495
Lester Prairie,Minnesota,MN,lester-prairie,149800,543,1981
Pomeroy,Washington,WA,pomeroy,123000,639,1263
Poplar Bluff,Missouri,MO,poplar-bluff,92400,677,17023
Qulin,Missouri,MO,qulin,57000,644,734
Halstad,Minnesota,MN,halstad,86900,689,581
Twin Valley,Minnesota,MN,twin-valley,65000,630,765
Peru,Illinois,IL,peru,127400,744,9798
Sheridan,Illinois,IL,sheridan,148600,1008,2713
Reno,Texas,TX,reno,148600,1256,3309
Fries,Virginia,VA,fries,103400,663,476
Stratton,Colorado,CO,stratton,112900,741,676
Paxton,Illinois,IL,paxton,94800,655,4220
Roberts,Illinois,IL,roberts,50000,816,388
Hanaford,Illinois,IL,hanaford,53000,729,377
North City,Illinois,IL,north-city,65000,684,560
West Frankfort,Illinois,IL,west-frankfort,62700,535,7715
Zeigler,Illinois,IL,zeigler,52800,548,1801
Ridgway,Illinois,IL,ridgway,64500,525,788
Carrollton,Illinois,IL,carrollton,89300,721,2544
Wapella,Illinois,IL,wapella,88700,678,565
Weldon,Illinois,IL,weldon,66700,778,389
Alsip,Illinois,IL,alsip,171400,961,19022
Berwyn,Illinois,IL,berwyn,211700,969,55407
Mount Holly Springs,Pennsylvania,PA,mount-holly-springs,126500,815,1992
New Cumberland,Pennsylvania,PA,new-cumberland,169700,826,7309
Shippensburg,Pennsylvania,PA,shippensburg,156700,761,5663
Huntsville,Utah,UT,huntsville,366700,1250,628
Marble Falls,Texas,TX,marble-falls,191600,797,6542
Carlisle,Pennsylvania,PA,carlisle,187800,844,19153
Cape Coral,Florida,FL,cape-coral,229400,1244,183942
Colesburg,Iowa,IA,colesburg,91500,521,460
Dundee,Iowa,IA,dundee,109600,575,299
Masonville,Iowa,IA,masonville,80000,563,123
Hazelton,Idaho,ID,hazelton,89400,520,764
Fort Recovery,Ohio,OH,fort-recovery,116000,473,1526
Mendon,Ohio,OH,mendon,77200,820,666
Groton,Connecticut,CT,groton,221800,1014,9030
Yates City,Illinois,IL,yates-city,82400,728,832
Shorter,Alabama,AL,shorter,81900,442,356
Junction City,Arkansas,AR,junction-city,62800,758,624
Norphlet,Arkansas,AR,norphlet,73400,836,612
Goodland,Indiana,IN,goodland,73700,619,1000
Kentland,Indiana,IN,kentland,88100,690,1722
Fairchilds,Texas,TX,fairchilds,155800,800,789
Johnstown,Ohio,OH,johnstown,165300,843,5237
Claremont,Virginia,VA,claremont,163800,1018,354
Surry,Virginia,VA,surry,193800,1104,357
Knoxville,Pennsylvania,PA,knoxville,87400,699,783
Lawrenceville,Pennsylvania,PA,lawrenceville,95500,734,548
Westfield,Pennsylvania,PA,westfield,85700,510,1333
Rugby,North Dakota,ND,rugby,131300,680,2724
Goldsboro,North Carolina,NC,goldsboro,127300,791,34647
North Ogden,Utah,UT,north-ogden,263800,988,19392
Plain City,Utah,UT,plain-city,301500,736,6867
Roy,Utah,UT,roy,191800,1061,39040
Washington Terrace,Utah,UT,washington-terrace,172800,820,9162
Norwich,Connecticut,CT,norwich,164200,1061,39260
Stonington,Connecticut,CT,stonington,590900,1418,934
Forrest,Illinois,IL,forrest,94100,625,1058
Etna,California,CA,etna,187500,914,735
Fort Jones,California,CA,fort-jones,169600,886,689
Mount Shasta,California,CA,mount-shasta,246300,1122,3275
Yreka,California,CA,yreka,158200,809,7562
Central,Louisiana,LA,central,217700,928,29107
Dilley,Texas,TX,dilley,52800,766,4401
Bowlus,Minnesota,MN,bowlus,116900,791,285
Lastrup,Minnesota,MN,lastrup,100000,1089,182
Chicago Heights,Illinois,IL,chicago-heights,105900,940,29856
Cicero,Illinois,IL,cicero,165100,940,82330
Countryside,Illinois,IL,countryside,228100,1058,5961
Dolton,Illinois,IL,dolton,102600,1287,22737
Benton Harbor,Michigan,MI,benton-harbor,63300,644,9843
Binford,North Dakota,ND,binford,34600,331,181
Cody,Wyoming,WY,cody,236900,915,9764
Chugwater,Wyoming,WY,chugwater,73500,675,185
Guernsey,Wyoming,WY,guernsey,137100,735,956
Cowpens,South Carolina,SC,cowpens,96500,601,1942
Reidville,South Carolina,SC,reidville,222100,756,1002
Dayton,Wyoming,WY,dayton,253400,738,771
Vass,North Carolina,NC,vass,121000,673,841
Beaver Dam,Wisconsin,WI,beaver-dam,133200,820,16345
Von Ormy,Texas,TX,von-ormy,63000,695,1101
Loudonville,Ohio,OH,loudonville,91100,648,2668
Murray,Iowa,IA,murray,55700,843,733
Gunnison,Colorado,CO,gunnison,244500,870,6403
Marble,Colorado,CO,marble,350000,1781,115
Fort Deposit,Alabama,AL,fort-deposit,59900,383,1835
Euless,Texas,TX,euless,200500,1153,55763
Everman,Texas,TX,everman,80700,1120,6255
Hurst,Texas,TX,hurst,190800,1080,38976
Pelican Bay,Texas,TX,pelican-bay,51100,861,1586
Richland Hills,Texas,TX,richland-hills,149400,955,8051
Sansom Park,Texas,TX,sansom-park,85400,903,5411
Watauga,Texas,TX,watauga,136300,1408,24582
Victoria,Illinois,IL,victoria,50000,632,274
Cooperstown,North Dakota,ND,cooperstown,103300,466,1103
Berlin,Pennsylvania,PA,berlin,108600,517,2004
Confluence,Pennsylvania,PA,confluence,99300,638,557
Paint,Pennsylvania,PA,paint,75400,788,904
Greenfield,Illinois,IL,greenfield,69900,534,1397
Roodhouse,Illinois,IL,roodhouse,56000,676,1757
White Hall,Illinois,IL,white-hall,59600,500,2332
Bowen,Illinois,IL,bowen,55700,558,543
Stanton,Kentucky,KY,stanton,117600,728,2710
Evart,Michigan,MI,evart,68200,513,1793
Reed City,Michigan,MI,reed-city,70800,563,2472
Zeeland,Michigan,MI,zeeland,149100,847,5572
Bloomington,Minnesota,MN,bloomington,251300,1178,85332
Marriott-Slaterville,Utah,UT,marriott-slaterville,312300,972,2037
Gordonville,Alabama,AL,gordonville,61300,817,182
Millersburg,Ohio,OH,millersburg,108700,657,3172
Suttons Bay,Michigan,MI,suttons-bay,365500,864,544
Dennis Acres,Missouri,MO,dennis-acres,55000,833,41
Granby,Missouri,MO,granby,78600,718,2047
Leawood,Missouri,MO,leawood,188400,570,646
Loma Linda,Missouri,MO,loma-linda,238400,963,723
Little Falls,Minnesota,MN,little-falls,128400,799,8664
Sobieski,Minnesota,MN,sobieski,119200,685,194
Upsala,Minnesota,MN,upsala,137500,675,497
Hideout,Utah,UT,hideout,696400,1167,996
Chapman,Kansas,KS,chapman,156900,857,1213
Warsaw,Illinois,IL,warsaw,82700,631,1690
Graceville,Minnesota,MN,graceville,83800,605,670
Ortonville,Minnesota,MN,ortonville,88100,570,1984
Tatum,Texas,TX,tatum,154200,596,1272
Providence,Kentucky,KY,providence,50800,613,3027
Mount Olive,North Carolina,NC,mount-olive,87400,715,4674
Mountain Pine,Arkansas,AR,mountain-pine,35200,368,776
Brookfield,Wisconsin,WI,brookfield,318800,1526,38358
Chenequa,Wisconsin,WI,chenequa,1892900,1458,560
Lattingtown,New York,NY,lattingtown,1149700,2800,1940
Seville,Ohio,OH,seville,140900,839,2673
Wadsworth,Ohio,OH,wadsworth,171200,866,23426
Declo,Idaho,ID,declo,80000,605,526
Bloomfield,Iowa,IA,bloomfield,90000,600,2658
Clyman,Wisconsin,WI,clyman,104300,763,401
Holyoke,Massachusetts,MA,holyoke,195800,838,40241
Springfield,Massachusetts,MA,springfield,156200,877,154139
Carrollton,Missouri,MO,carrollton,72500,667,3637
Norborne,Missouri,MO,norborne,57500,524,858
Coulee City,Washington,WA,coulee-city,129600,443,534
Coulee Dam,Washington,WA,coulee-dam,153800,753,1209
Marshall,Missouri,MO,marshall,110200,647,12949
Miami,Missouri,MO,miami,60600,450,103
Slater,Missouri,MO,slater,64300,578,2057
Yanceyville,North Carolina,NC,yanceyville,96700,455,2371
Elk Grove Village,Illinois,IL,elk-grove-village,271900,1238,32942
Albany,Oregon,OR,albany,226200,966,53521
Scott City,Missouri,MO,scott-city,93300,751,4498
Saunemin,Illinois,IL,saunemin,76900,817,410
Horicon,Wisconsin,WI,horicon,136600,861,3620
Juneau,Wisconsin,WI,juneau,127700,728,2687
Lowell,Wisconsin,WI,lowell,106300,730,253
Theresa,Wisconsin,WI,theresa,116800,686,1120
Harlem,Montana,MT,harlem,77900,607,820
Pierpont,South Dakota,SD,pierpont,58500,725,180
Big Stone City,South Dakota,SD,big-stone-city,76800,712,667
Stockholm,South Dakota,SD,stockholm,68300,519,131
White Hall,Alabama,AL,white-hall,55000,718,711
Woodfin,North Carolina,NC,woodfin,224400,1096,6612
Marion,Virginia,VA,marion,99800,613,5706
Saltville,Virginia,VA,saltville,81800,506,2411
King City,Oregon,OR,king-city,266900,1435,4309
Rivergrove,Oregon,OR,rivergrove,646600,2250,536
Elmhurst,Illinois,IL,elmhurst,432600,1497,46463
Evanston,Illinois,IL,evanston,391400,1376,74587
Bethlehem,Georgia,GA,bethlehem,118000,1158,942
Wellford,South Carolina,SC,wellford,106200,784,2590
Ridgeway,Virginia,VA,ridgeway,104400,571,922
Sumter,South Carolina,SC,sumter,138900,833,39800
Windsor,Virginia,VA,windsor,172600,903,2721
Brooklyn Center,Minnesota,MN,brooklyn-center,172800,1083,30849
Ash Flat,Arkansas,AR,ash-flat,76800,412,1144
Cherokee Village,Arkansas,AR,cherokee-village,74100,705,4973
Idaho Falls,Idaho,ID,idaho-falls,164500,776,61459
Iona,Idaho,ID,iona,210300,1146,2675
Bernice,Oklahoma,OK,bernice,73300,638,407
Mishawaka,Indiana,IN,mishawaka,102900,780,49245
North Liberty,Indiana,IN,north-liberty,107900,517,1878
Tigard,Oregon,OR,tigard,408400,1243,53312
Wilsonville,Oregon,OR,wilsonville,425900,1360,24073
Concord,New Hampshire,NH,concord,230200,1083,43244
Winder,Georgia,GA,winder,162700,912,16413
Torrington,Connecticut,CT,torrington,153700,949,34489
Gloria Glens Park,Ohio,OH,gloria-glens-park,119800,952,463
Robbinsdale,Minnesota,MN,robbinsdale,201100,982,14468
Rockford,Minnesota,MN,rockford,181900,974,4551
Austin,Minnesota,MN,austin,107800,738,25114
Brownsdale,Minnesota,MN,brownsdale,89400,613,596
Dexter,Minnesota,MN,dexter,111400,428,322
Mapleview,Minnesota,MN,mapleview,53600,788,133
Rose Creek,Minnesota,MN,rose-creek,91300,613,469
Lawrence,New York,NY,lawrence,926600,1779,6544
Long Beach,New York,NY,long-beach,508800,1874,33507
Lynbrook,New York,NY,lynbrook,454100,1735,19524
Neosho,Missouri,MO,neosho,93300,706,11990
Wildomar,California,CA,wildomar,356700,1548,36445
Fordyce,Arkansas,AR,fordyce,74100,699,3849
Sparkman,Arkansas,AR,sparkman,19800,702,465
Lake City,Michigan,MI,lake-city,94500,613,771
Alton,Missouri,MO,alton,80000,456,628
Thayer,Missouri,MO,thayer,81000,497,2355
Wayne,Nebraska,NE,wayne,133000,645,5557
Atlantic Highlands,New Jersey,NJ,atlantic-highlands,410300,1403,4309
Ephrata,Washington,WA,ephrata,162900,696,8072
George,Washington,WA,george,125000,760,745
Rogers,Minnesota,MN,rogers,331200,1162,12971
Shorewood,Minnesota,MN,shorewood,485300,1639,7867
Tonka Bay,Minnesota,MN,tonka-bay,661400,1667,1570
Dobbins Heights,North Carolina,NC,dobbins-heights,50300,463,874
Centreville,Michigan,MI,centreville,90800,668,1278
Afton,Wyoming,WY,afton,229500,915,2058
Herndon,Virginia,VA,herndon,442700,1807,24532
Mineola,New York,NY,mineola,512800,1759,19186
Asbury,Iowa,IA,asbury,255500,766,5557
Balltown,Iowa,IA,balltown,193800,820,58
Centralia,Iowa,IA,centralia,173400,742,123
Epworth,Iowa,IA,epworth,167400,704,1967
Farley,Iowa,IA,farley,160500,806,1592
New Vienna,Iowa,IA,new-vienna,128500,625,402
Brevard,North Carolina,NC,brevard,232500,723,7824
Rosman,North Carolina,NC,rosman,80000,695,486
Fremont,Indiana,IN,fremont,100300,909,2240
Orland,Indiana,IN,orland,87600,643,425
Earlville,Illinois,IL,earlville,107300,848,1928
Lostant,Illinois,IL,lostant,92600,763,479
Grand Coulee,Washington,WA,grand-coulee,119300,631,1067
Moses Lake,Washington,WA,moses-lake,164700,898,23056
Gering,Nebraska,NE,gering,138200,833,8254
Medford,Wisconsin,WI,medford,111100,661,4292
Rib Lake,Wisconsin,WI,rib-lake,113100,553,932
Central,South Carolina,SC,central,108700,652,5270
Johns Creek,Georgia,GA,johns-creek,400100,1677,83999
Worthington,Iowa,IA,worthington,118400,625,449
Rock Springs,Wyoming,WY,rock-springs,211800,878,23319
Asotin,Washington,WA,asotin,201600,723,929
Morehouse,Missouri,MO,morehouse,51500,549,1001
Risco,Missouri,MO,risco,61000,715,392
Sikeston,Missouri,MO,sikeston,121400,712,16200
Langford,South Dakota,SD,langford,67100,645,415
Center City,Minnesota,MN,center-city,225000,987,672
North Branch,Minnesota,MN,north-branch,191400,867,10454
Rush City,Minnesota,MN,rush-city,152200,827,3170
Shafer,Minnesota,MN,shafer,165900,1000,1171
Taylors Falls,Minnesota,MN,taylors-falls,181900,667,1090
Bremen,Kentucky,KY,bremen,70000,547,292
Mitchell,Nebraska,NE,mitchell,94900,816,1795
Auburn,Pennsylvania,PA,auburn,96700,825,564
Cressona,Pennsylvania,PA,cressona,121100,766,1572
Deer Lake,Pennsylvania,PA,deer-lake,185500,715,741
Landingville,Pennsylvania,PA,landingville,110000,844,144
Minersville,Pennsylvania,PA,minersville,55900,581,4205
New Ringgold,Pennsylvania,PA,new-ringgold,139100,669,291
Pine Grove,Pennsylvania,PA,pine-grove,126200,688,2138
Jackson,Wyoming,WY,jackson,652100,1427,10553
Kewaskum,Wisconsin,WI,kewaskum,173500,935,4187
Milton,Georgia,GA,milton,541000,1359,38759
Emmons,Minnesota,MN,emmons,84400,588,356
Glenville,Minnesota,MN,glenville,94200,530,625
Medina,Ohio,OH,medina,175200,798,26095
Chilhowie,Virginia,VA,chilhowie,147300,695,2101
Garden City,Utah,UT,garden-city,256900,821,442
Randolph,Utah,UT,randolph,155600,520,895
Superior,Montana,MT,superior,116300,330,703
Berryville,Virginia,VA,berryville,304900,1099,4324
Dayton,Washington,WA,dayton,162200,778,2656
Forest Grove,Oregon,OR,forest-grove,319200,1081,24457
Gaston,Oregon,OR,gaston,237000,792,510
Grove,Oklahoma,OK,grove,165600,671,6957
Alto,Georgia,GA,alto,115200,772,1249
Caledonia,Ohio,OH,caledonia,94500,994,749
Gillsville,Georgia,GA,gillsville,176800,856,270
McBain,Michigan,MI,mcbain,94300,341,659
Tolna,North Dakota,ND,tolna,73300,392,139
Slinger,Wisconsin,WI,slinger,257100,920,5389
Belmar,New Jersey,NJ,belmar,599900,1568,5624
Eatontown,New Jersey,NJ,eatontown,336200,1232,12214
Lake Como,New Jersey,NJ,lake-como,441500,1527,1740
Little Silver,New Jersey,NJ,little-silver,642500,2469,5844
Long Branch,New Jersey,NJ,long-branch,362400,1311,30516
Red Bank,New Jersey,NJ,red-bank,404400,1578,12072
Waukomis,Oklahoma,OK,waukomis,83000,733,1378
Arendtsville,Pennsylvania,PA,arendtsville,177200,719,749
Fulshear,Texas,TX,fulshear,399300,2594,9906
Prospect Heights,Illinois,IL,prospect-heights,284300,1099,16137
Eatonville,Florida,FL,eatonville,123800,1026,2321
Orlando,Florida,FL,orlando,240000,1196,280832
Katy,Texas,TX,katy,197300,1030,20202
Albers,Illinois,IL,albers,167700,774,1341
Aviston,Illinois,IL,aviston,165400,829,2149
Carlyle,Illinois,IL,carlyle,118400,831,3383
Oakbrook Terrace,Illinois,IL,oakbrook-terrace,306900,1584,2752
Warrenville,Illinois,IL,warrenville,221700,1456,13158
Gu-Win,Alabama,AL,gu-win,86700,744,123
Cuba City,Wisconsin,WI,cuba-city,150300,559,2307
Hazel Green,Wisconsin,WI,hazel-green,132000,691,1009
Tionesta,Pennsylvania,PA,tionesta,83100,318,404
Everett,Massachusetts,MA,everett,405800,1454,46118
Spur,Texas,TX,spur,44100,505,1140
Watson,Minnesota,MN,watson,57000,515,193
Galesburg,Michigan,MI,galesburg,73900,640,2150
Danville,California,CA,danville,1091900,2489,44605
Martinez,California,CA,martinez,596400,1728,38290
Lowell,Massachusetts,MA,lowell,269800,1158,111306
Malden,Massachusetts,MA,malden,401900,1577,60984
Medford,Massachusetts,MA,medford,500800,1817,57637
Terre Haute,Indiana,IN,terre-haute,78700,731,60673
East Palo Alto,California,CA,east-palo-alto,821200,1766,29593
Foster City,California,CA,foster-city,1245800,3209,33997
Wallburg,North Carolina,NC,wallburg,170500,811,3053
Barnstable Town,Massachusetts,MA,barnstable-town,380400,1336,44406
Dunnellon,Florida,FL,dunnellon,144000,663,2057
Bells,Tennessee,TN,bells,104700,804,2736
Friendship,Tennessee,TN,friendship,75400,474,664
West Chicago,Illinois,IL,west-chicago,249500,1083,27180
